Date,Symbol,Close,High,Low,Open,Volume,RSI,PROC,SO,WR,OBV,EWMA,Close_detrend,Target(1),Target(30),Prediction(1),Prediction(30)
2020-01-07,META,211.89752197265625,213.40923295741652,210.5946718851831,211.65884114779743,14912400.0,54.67238411148471,0.0697579929233947,0.0,-9.601739010691768,691251600.0,211.38558273315428,-8.862834326057126,-1.0,-1.0,-1.0,-1.0
2020-01-08,META,214.04574584960935,215.06018490745885,211.4499855850337,211.83785711075024,13475000.0,50.486396118331875,0.0324724709507086,17.09242094332712,-35.01233594004693,446574800.0,213.1663530838391,-10.091214793033744,1.0,-1.0,1.0,1.0
2020-01-09,META,217.10894775390625,217.1885130911296,215.099964721742,216.3530846380527,12642800.0,55.958379262372475,0.0273987172153675,63.86759860895031,-29.253416613282084,563072400.0,215.7983599652301,-9.042823714600187,-1.0,-1.0,-1.0,-1.0
2020-01-10,META,216.87025451660156,218.6803318166315,216.23374698620853,218.0040340293496,12119400.0,47.79084364130732,-0.008675807272526,78.74081346286098,-18.57759162851024,389325200.0,216.51328322959404,-11.244760700131494,-1.0,-1.0,-1.0,-1.0
2020-01-13,META,220.69923400878903,220.7589042129507,218.01396859276733,218.4018400953534,14463400.0,32.31355306850325,-0.1569473754682765,92.9447275161823,-88.31792621966724,-315648400.0,219.30434248389267,-23.112064812127628,-1.0,-1.0,-1.0,-1.0
2020-01-14,META,217.86477661132812,221.1666695269684,217.4371300336889,220.4008665018652,13288900.0,51.96765606940312,-0.0983472789724722,99.84495225310432,-43.05116392592366,-688631200.0,218.3445831413567,-18.93990206621362,-1.0,-1.0,-1.0,-1.0
2020-01-15,META,219.94337463378903,220.4704816800814,218.93889077068272,219.4063276118152,10036500.0,55.123158331586815,-0.2070594700533003,100.0,-80.24749802581748,-1590335600.0,219.41046218706688,-30.300663972399207,1.0,1.0,1.0,1.0
2020-01-16,META,220.5600128173828,221.41532120890477,219.18753733026855,221.3556510008626,10015300.0,58.24566541246833,-0.1045506999672837,51.46210813172183,-92.63175823261426,-1790062000.0,220.17683360013325,-31.666449834883625,-1.0,1.0,-1.0,1.0
2020-01-17,META,220.927978515625,221.07715402850437,219.32676225006637,220.81857808100168,15905900.0,57.65470181101197,-0.1058370748035925,100.0,-67.29054271325225,-2292491600.0,220.677597819404,-28.8854461465868,-1.0,1.0,-1.0,1.0
2020-01-21,META,220.23178100585935,221.1566994535274,217.924432110781,220.94785375429515,14275800.0,53.28711053859767,-0.1188619657813308,100.0,-69.14183573897552,-2536018400.0,220.3803864239557,-32.68939195169817,-1.0,1.0,-1.0,1.0
