Date,Symbol,Close,High,Low,Open,Volume,RSI,PROC,SO,WR,OBV,EWMA,Close_detrend,Target(1),Target(30),Prediction(1),Prediction(30)
2020-01-28,AMZN,92.6624984741211,92.90550231933594,91.5009994506836,92.0250015258789,56160000.0,52.69984114462996,0.0486239809452155,62.76112859966806,14.785660349330923,-1883830800.0,92.47587209204988,-21.62621987078667,1.0,1.0,1.0,1.0
2020-01-29,AMZN,92.9000015258789,93.7375030517578,92.7509994506836,93.1999969482422,41760000.0,54.57156460441315,0.1216334835139541,0.0,-8.84039021652484,-1851754400.0,92.75862504817916,-20.252641109247648,1.0,1.0,1.0,1.0
2020-01-30,AMZN,93.53399658203124,93.64350128173828,92.53050231933594,92.9000015258789,126548000.0,59.707656831902234,0.0894966365326247,17.654053076009347,-6.998668811294308,-1714220000.0,93.2755394042288,-17.968150787650046,-1.0,1.0,-1.0,1.0
2020-01-31,AMZN,100.43599700927734,102.78600311279295,100.1135025024414,102.57350158691406,311346000.0,59.82939567090298,0.0506074410203591,0.0,-6.866942050131083,-1614121600.0,98.04917780805086,-18.735944706775086,-1.0,1.0,-1.0,1.0
2020-02-03,AMZN,100.20999908447266,102.4250030517578,100.0124969482422,100.52999877929688,117834000.0,61.51218586348945,0.0412871462761099,10.51141537690309,11.388319229664503,-1582289200.0,99.4897253257113,-18.276504739181377,1.0,1.0,1.0,1.0
2020-02-04,AMZN,102.4834976196289,102.98999786376952,100.76850128173828,101.49400329589844,105786000.0,42.630584230617835,0.0601230789413217,0.3322022286500731,32.46532036553976,-1236682800.0,101.48557352167757,-15.505976209575962,1.0,1.0,1.0,1.0
2020-02-05,AMZN,101.99349975585938,103.5510025024414,101.5999984741211,103.5510025024414,87524000.0,42.13828361129383,0.1062778233971886,0.0,-3.582027254711643,-749885200.0,101.8241910111333,-12.188648973915846,-1.0,1.0,-1.0,1.0
2020-02-06,AMZN,102.5114974975586,102.81500244140624,101.23999786376952,102.0510025024414,63660000.0,47.77260184718537,0.100573339432286,0.0,-18.469764348871937,-721861200.0,102.28239533541736,-9.532324851048712,-1.0,1.0,-1.0,1.0
2020-02-07,AMZN,103.96399688720705,104.92649841308594,101.90499877929688,102.09950256347656,101906000.0,55.14282274007572,0.0747049147804431,0.0,-8.727140575061787,-766986000.0,103.40346303661092,-10.239396419099537,1.0,1.0,1.0,1.0
2020-02-10,AMZN,106.69550323486328,106.77999877929688,104.2480010986328,104.25050354003906,101124000.0,52.279658387999575,0.0971061031476414,0.0,5.181423215029659,-427762800.0,105.5981565021128,-6.013194671720669,-1.0,1.0,1.0,1.0
2020-02-11,AMZN,107.54000091552734,109.29750061035156,106.8000030517578,107.54499816894533,114920000.0,71.15273864323828,0.0895851249781274,0.0,-12.905845249807944,-497989200.0,106.8927194443892,-6.146711247095723,1.0,1.0,1.0,1.0
2020-02-12,AMZN,108.0,109.0124969482422,107.7645034790039,108.16000366210938,66686000.0,47.255972668491616,-0.0090677370369695,11.201726759648952,-100.0,-804546000.0,107.63090648146309,-10.285156411337953,1.0,1.0,1.0,1.0
2020-02-13,AMZN,107.49349975585938,108.51399993896484,107.0999984741211,107.24949645996094,60636000.0,62.286113289957335,0.1129324001996565,49.84760681190717,-37.74499084274117,-164161600.0,107.53930199772726,2.4490943472713695,1.0,1.0,1.0,1.0
2020-02-14,AMZN,106.74349975585938,107.9520034790039,106.29450225830078,107.78399658203124,52124000.0,55.82665191414566,0.1317167249196506,26.97599753416243,22.008802495359888,443221200.0,107.00876716981531,6.831156995529142,1.0,-1.0,1.0,-1.0
2020-02-18,AMZN,107.78350067138672,108.30349731445312,106.20549774169922,106.2509994506836,58912000.0,59.4728963110568,0.2141615936832281,7.090912209387087,6.367408464868822,677837200.0,107.5252561708629,9.997147561267385,-1.0,1.0,-1.0,1.0
2020-02-19,AMZN,108.51100158691406,109.25499725341795,108.05599975585938,108.38999938964844,51224000.0,58.08939805607222,0.1437222722828413,0.0,36.85770262002448,1274409200.0,108.18241978156368,18.68230316606811,1.0,-1.0,1.0,-1.0
2020-02-20,AMZN,107.65499877929688,108.8395004272461,106.37249755859376,108.65350341796876,62626000.0,68.18656680804871,0.1071613936120646,19.550942606585224,-8.820414507487945,1228691200.0,107.83080578005249,18.57874722301727,1.0,-1.0,1.0,-1.0
2020-02-21,AMZN,104.79850006103516,107.22750091552734,104.4000015258789,107.10749816894533,92926000.0,43.677054882882224,0.0554281034604155,0.0,-67.95254114083149,1481230600.0,105.80926863404092,14.302278682310202,-1.0,-1.0,1.0,-1.0
2020-02-24,AMZN,100.4645004272461,101.96499633789062,99.39849853515624,100.15899658203124,130940000.0,46.20732177418076,-0.0834079489818201,62.47747762067598,-100.0,1203819900.0,102.24608982951104,8.319236655275006,1.0,-1.0,1.0,-1.0
2020-02-25,AMZN,98.63700103759766,101.7300033569336,97.9209976196289,101.3209991455078,124382000.0,38.287500117599144,-0.1469312016692851,81.19967332435453,-100.0,964380800.0,99.84003063490212,2.6478172478687014,1.0,-1.0,1.0,-1.0
2020-02-26,AMZN,98.97949981689452,100.7334976196289,98.02249908447266,98.51399993896484,104492000.0,45.52731805592542,0.0189681822717667,57.06112690965525,-48.09169036448288,1452114600.0,99.26634342289708,6.870425550423349,-1.0,1.0,-1.0,1.0
2020-02-27,AMZN,94.21499633789062,98.75,94.13800048828124,96.71900177001952,162880000.0,44.1320091889644,0.0083088700523942,87.43704863199866,-37.88940086360301,1573059800.0,95.89877869955944,7.840478005810013,-1.0,1.0,-1.0,1.0
2020-02-28,AMZN,94.1875,94.48799896240234,90.55650329589844,90.73149871826172,189620000.0,52.44550375489586,0.1126016482904336,47.61429806539772,1.8612349791944829,1765667100.0,94.75792623318648,15.004019535903725,-1.0,-1.0,-1.0,-1.0
2020-03-02,AMZN,97.69750213623048,97.72550201416016,93.5,95.32450103759766,135234000.0,52.83357768591489,0.0165658669020103,9.40236136449692,-47.27589411724209,1305456300.0,96.71764350188248,6.2747998355286825,1.0,1.0,1.0,1.0
2020-03-03,AMZN,95.44950103759766,99.81649780273438,94.40450286865234,98.76850128173828,150690000.0,60.94610774147762,0.0167020104778303,0.0,-83.27404020408731,1267224100.0,95.87221519235926,4.839517818259097,1.0,1.0,1.0,1.0
2020-03-04,AMZN,98.79149627685548,98.9000015258789,96.0999984741211,97.32849884033205,95458000.0,40.09766968581418,-0.1018167150203188,99.26992457793509,-100.0,1048552800.0,97.8184025820234,-1.8057480246940685,1.0,1.0,1.0,1.0
2020-03-05,AMZN,96.20149993896484,98.03600311279295,95.5,96.6500015258789,94964000.0,55.66224615007287,-0.0084191903403058,85.18527851337359,-1.3181164267453476,1151826600.0,96.74046748665104,5.212392504423065,-1.0,1.0,-1.0,1.0
2020-03-06,AMZN,95.05449676513672,95.5435028076172,93.4749984741211,93.75,105472000.0,55.73152252929108,0.0335125970987799,71.66282811711257,-2.108668716442568,1195700800.0,95.61648700564147,8.565265089204274,-1.0,1.0,-1.0,1.0
2020-03-09,AMZN,90.03050231933594,93.13849639892578,88.06449890136719,88.69300079345703,156264000.0,64.3389242133029,0.0326550063972673,0.0,-29.45202921016753,917657100.0,91.89249721477113,1.7436152740831403,1.0,1.0,1.0,1.0
2020-03-10,AMZN,94.59100341796876,94.7135009765625,90.90850067138672,93.54399871826172,142666000.0,51.60784949557044,0.0582045986124394,32.868440389666134,-19.379875980046226,1451860200.0,93.6915013502362,9.866682866188556,1.0,1.0,1.0,1.0
2020-03-11,AMZN,91.04299926757812,93.56600189208984,90.0749969482422,92.89250183105467,112496000.0,48.78952644770492,0.041796044891296,55.95950786285003,7.25911891383943,1552573900.0,91.9258332951308,10.956394745403358,-1.0,1.0,-1.0,1.0
2020-03-12,AMZN,83.83049774169922,88.25,83.75,86.0989990234375,226924000.0,66.6615794647987,0.1103586799365763,0.0,-28.230396831529813,1509916300.0,86.52894292617641,13.840990352645491,-1.0,1.0,-1.0,1.0
2020-03-13,AMZN,89.25,89.31549835205078,84.03099822998047,87.75,176194000.0,69.2982952625677,0.0714983745127049,18.78609580943899,-6.791832712099259,1603682400.0,88.34298097539214,17.213363669848576,-1.0,1.0,-1.0,1.0
2020-03-16,AMZN,84.4574966430664,87.97250366210938,81.30149841308594,82.07550048828125,178346000.0,72.22645399115987,0.0980459199938757,0.0,-12.206516128761525,1477375600.0,85.75265808717499,18.478658434805567,-1.0,1.0,-1.0,1.0
2020-03-17,AMZN,90.39199829101562,92.88899993896484,84.46199798583984,88.77349853515625,218342000.0,54.79784573418109,0.0243326469795794,11.992177447609365,-100.0,1287112200.0,88.84555155640209,15.21756312407895,1.0,-1.0,1.0,-1.0
2020-03-18,AMZN,91.5,92.08300018310548,87.25,87.5,192904000.0,53.955024354819685,-0.0156535146638268,43.21115310561221,-57.4825054491224,1198349800.0,90.61518385213402,12.727212137082802,-1.0,-1.0,1.0,-1.0
2020-03-19,AMZN,94.04650115966795,97.25,91.63249969482422,93.0,207998000.0,51.824235081654,0.0480820498843737,59.2989889820673,68.63693920690815,1516438400.0,92.90272872382332,22.10866443377807,1.0,-1.0,1.0,-1.0
2020-03-20,AMZN,92.30449676513672,97.8499984741211,91.0364990234375,96.31549835205078,196358000.0,49.87616921974762,-0.0006809982303996,30.64897162717195,-37.890225856830895,1311452000.0,92.50390741803226,14.643231049321004,1.0,-1.0,-1.0,-1.0
2020-03-23,AMZN,95.1415023803711,95.97000122070312,90.5999984741211,91.3874969482422,156170000.0,49.65120776398625,0.0772717807833235,0.0,-36.01767876609907,1419605600.0,94.26230405959149,18.99528728888735,1.0,-1.0,1.0,-1.0
2020-03-24,AMZN,97.00499725341795,97.75,95.01699829101562,97.5749969482422,142942000.0,39.60366625269369,-0.0514113965688524,97.85676078428088,-69.89367600580432,1336947100.0,96.09076618880914,17.10765846985997,-1.0,-1.0,-1.0,-1.0
2020-03-25,AMZN,94.29199981689452,97.51300048828124,94.28900146484376,96.03450012207033,129582000.0,40.54715286173147,-0.059279276779005,56.58695740748673,-97.85956140231742,1045348000.0,94.89158860753274,7.423940478469291,-1.0,1.0,1.0,1.0
2020-03-26,AMZN,97.77449798583984,97.82450103759766,94.4645004272461,95.0999984741211,124426000.0,52.447425945100825,-0.0666132849878915,100.0,-98.3039773019921,908703900.0,96.8135281930708,8.643054518328626,-1.0,1.0,-1.0,1.0
2020-03-27,AMZN,95.00499725341795,96.989501953125,94.99600219726562,96.54299926757812,107758000.0,45.126339603375826,-0.1263609004428665,100.0,-90.12258716867947,514711700.0,95.6078408999689,-3.0532367152495397,1.0,1.0,1.0,-1.0
2020-03-30,AMZN,98.19750213623048,98.68150329589844,95.61699676513672,96.1415023803711,122522000.0,54.675606235900695,-0.0148576975991691,83.11457433034876,-59.14261410802557,639619400.0,97.33428172414328,3.871329289941812,1.0,1.0,1.0,1.0
2020-03-31,AMZN,97.48600006103516,99.6510009765625,97.20050048828124,98.21749877929688,102472000.0,54.603086281869,-0.0138266016280622,95.1137905304572,-60.58641975308642,448047800.0,97.4354272820712,2.7555052804847406,-1.0,1.0,1.0,1.0
2020-04-01,AMZN,95.38500213623048,97.2480010986328,94.6500015258789,96.64849853515624,82438000.0,50.67753009882976,0.0024775855159436,19.856805576898896,-77.99667509534653,537785300.0,96.06847718484404,0.2719597134104674,-1.0,1.0,1.0,1.0
2020-04-02,AMZN,95.94149780273438,96.37650299072266,94.5,95.08200073242188,86720000.0,44.32962656572336,0.005096801858516,94.50014382196792,5.81994477002431,814348800.0,95.9838242634376,4.451255943211208,1.0,-1.0,1.0,1.0
2020-04-03,AMZN,95.32949829101562,96.31649780273438,94.4574966430664,95.55750274658205,72198000.0,45.70017790315048,0.0970293019206516,20.152645453125576,-13.434779031906157,1093193300.0,95.54760694848962,11.952184558265856,-1.0,-1.0,-1.0,1.0
2020-04-06,AMZN,99.87950134277344,99.9260025024414,96.5009994506836,96.8000030517578,115464000.0,55.51930571595143,0.1101750487187236,0.0,2.3288952029251866,1009847100.0,98.43553654467884,10.132976149394707,1.0,-1.0,1.0,-1.0
2020-04-07,AMZN,100.58000183105467,101.78600311279295,99.88099670410156,100.85549926757812,102280000.0,57.43681165174926,0.0507425391943853,0.0,-1.729306387000945,1073674500.0,99.8651800689294,10.853822061812636,-1.0,-1.0,-1.0,-1.0
2020-04-08,AMZN,102.1500015258789,102.1999969482422,100.55750274658205,101.0500030517578,79546000.0,46.00564399157649,-0.0316592642802768,16.863594985374778,-68.04678222053815,642544300.0,101.3883943735624,3.9349127252071128,1.0,1.0,1.0,1.0
2020-04-09,AMZN,102.13800048828124,102.6500015258789,100.88300323486328,102.21499633789062,92930000.0,38.330803670597945,-0.0552519375899827,84.06204599990205,-100.0,669432800.0,101.88813178337496,1.718891877371135,-1.0,1.0,-1.0,-1.0
2020-04-13,AMZN,108.44349670410156,109.0,101.9000015258789,102.0,134334000.0,39.7587851231302,-0.0637666037306099,100.0,-66.92974056013082,607452300.0,106.25837506385936,0.1519036223085947,-1.0,1.0,-1.0,-1.0
2020-04-14,AMZN,114.16600036621094,114.5999984741211,109.3105010986328,110.02349853515624,161744000.0,55.08896806623271,-0.0076850831403558,68.72019490215597,-41.801063578969426,503485400.0,111.53012526542707,1.628425804257759,-1.0,1.0,-1.0,1.0
2020-04-15,AMZN,115.38400268554688,116.6685028076172,112.25,112.88400268554688,137332000.0,70.1719040365803,0.0186526854924149,0.0,-67.73513243378311,272614600.0,114.09937687884027,-0.7018757442618266,-1.0,1.0,-1.0,1.0
2020-04-16,AMZN,120.40950012207033,123.0500030517578,116.75,117.3000030517578,240764000.0,58.19889733754643,0.0195684862944879,30.503932155582255,-15.119619005866696,473894000.0,118.30612570766031,0.7942310934490706,-1.0,1.0,-1.0,1.0
2020-04-17,AMZN,118.75,120.0,115.8010025024414,118.6165008544922,158600000.0,53.831295710405485,0.0260150702550895,47.6946978556191,-12.103524315677491,582205200.0,118.60204190255344,3.220033060554499,1.0,1.0,-1.0,1.0
2020-04-20,AMZN,119.68049621582033,122.2490005493164,119.30249786376952,119.49749755859376,115414000.0,61.10780517770339,0.0822406575112864,0.0,19.178418672205815,664206300.0,119.32101144473135,6.164488897288834,-1.0,1.0,-1.0,1.0
2020-04-21,AMZN,116.40599822998048,121.41549682617188,113.98300170898438,120.83049774169922,149534000.0,71.73890109819314,0.0860363381171893,0.0,17.87738130992053,714640400.0,117.3776693015641,8.82516940443331,1.0,1.0,1.0,1.0
2020-04-22,AMZN,118.17449951171876,119.6999969482422,117.5500030517578,118.4499969482422,84244000.0,70.21662707838479,0.0868807617316902,9.425576445783266,22.05936106933551,953496700.0,117.9088894416672,14.441202694780912,1.0,1.0,1.0,1.0
2020-04-23,AMZN,119.97250366210938,121.21099853515624,119.10399627685548,119.9990005493164,101332000.0,71.19380118717353,0.1129604092648867,1.8701845590937105,28.01275247041783,1098145400.0,119.28463225529532,19.039566307394153,-1.0,-1.0,-1.0,-1.0
2020-04-24,AMZN,120.51100158691406,121.02149963378906,119.0999984741211,120.8499984741211,76498000.0,60.17801988093656,0.0694250493708272,0.0,-31.565912431751364,982154100.0,120.1022118097078,16.865819934655832,1.0,1.0,1.0,1.0
2020-04-27,AMZN,118.8000030517578,122.24400329589844,118.1500015258789,122.16000366210938,112912000.0,51.07416005303964,0.0036523550281209,39.70160785472757,-62.23950030602532,958985300.0,119.23407263774114,15.200984694729996,1.0,1.0,1.0,1.0
2020-04-28,AMZN,115.7040023803711,118.6750030517578,115.3000030517578,118.6050033569336,105388000.0,44.542197660770285,0.004576676831379,60.24456301467187,-31.192870527987186,1021361900.0,116.88069246616112,16.0609602458198,-1.0,-1.0,-1.0,-1.0
2020-04-29,AMZN,118.635498046875,119.59449768066406,115.5,116.50050354003906,91832000.0,52.20238634797369,0.0037230811826494,89.27616025880303,-72.60482767201692,970079400.0,118.0505628533037,17.5405189267924,1.0,-1.0,1.0,-1.0
2020-04-30,AMZN,123.6999969482422,123.75,119.80049896240234,120.99199676513672,190692000.0,53.635015947649784,0.0072658686860728,5.8353002884867555,-81.81917928461708,1041155000.0,121.81685224992935,14.864468476905644,1.0,-1.0,1.0,-1.0
2020-05-01,AMZN,114.302001953125,118.12200164794922,112.90950012207033,116.83999633789062,195452000.0,54.28390939961812,0.0095797265449469,9.782486066923893,-49.99971795392496,1005641500.0,116.80695205205978,15.158083554362634,1.0,-1.0,1.0,-1.0
2020-05-04,AMZN,115.79949951171876,116.3489990234375,112.81900024414062,112.81900024414062,97318000.0,53.8136695026065,0.0305163831471042,40.532840781112895,-9.023701004834168,1217376700.0,116.13531702516576,20.616798729475875,1.0,-1.0,1.0,-1.0
2020-05-05,AMZN,115.88999938964844,117.5500030517578,115.35649871826172,117.0,64850000.0,51.685449199695896,0.0052637158185996,7.103977621730334,-28.63370386566232,1084844600.0,115.97177193482088,15.500364368456276,1.0,-1.0,1.0,-1.0
2020-05-06,AMZN,117.56300354003906,117.87249755859376,116.0,116.47200012207033,62356000.0,44.76934352531248,-0.0170929290967234,5.601153948166799,-92.18196483655429,963331000.0,117.03259300496632,12.11865595958514,-1.0,1.0,-1.0,1.0
2020-05-07,AMZN,118.38050079345705,118.8000030517578,117.15550231933594,118.73899841308594,67928000.0,34.02600063488512,-0.0478288327475594,82.61814772626911,-71.70885918290168,1110406500.0,117.93119819729344,12.431878580987444,-1.0,1.0,-1.0,1.0
2020-05-08,AMZN,118.98049926757812,119.36199951171876,117.8499984741211,118.60700225830078,64132000.0,33.42934848039579,-0.0461386260653281,100.0,-100.0,1007468400.0,118.6307322441499,7.717253912350685,-1.0,1.0,-1.0,1.0
2020-05-11,AMZN,120.4499969482422,120.9834976196289,118.60549926757812,118.73500061035156,65184000.0,35.624484041402624,-0.0002798121675052,48.84293816062788,-46.65808842658,1076188100.0,119.84357538021142,7.432652437073273,-1.0,1.0,-1.0,1.0
2020-05-12,AMZN,117.84750366210938,120.9499969482422,117.75,120.59249877929688,61498000.0,48.72787800783603,-0.0036456172965048,100.0,-25.842985842985843,997784700.0,118.51286090147671,8.804392514530264,1.0,1.0,1.0,1.0
2020-05-13,AMZN,118.39600372314452,120.38500213623048,116.88999938964844,118.33999633789062,95658000.0,69.03290861500727,0.0686356981762731,0.0,2.1739531763931237,1220709200.0,118.43495611592192,12.048065575385692,-1.0,1.0,1.0,1.0
2020-05-14,AMZN,119.44249725341795,119.56849670410156,117.6604995727539,118.05049896240234,72962000.0,61.92894168289911,0.0489461789789606,16.295002597041908,36.05585904076068,1149911800.0,119.10665020758596,12.606329090342683,-1.0,1.0,-1.0,1.0
2020-05-15,AMZN,120.48899841308594,120.5500030517578,117.81849670410156,118.4260025024414,84700000.0,58.86965303198267,0.0337822038868874,0.0,-26.743873296988628,1204026300.0,120.02821567791928,13.743587356276237,-1.0,1.0,-1.0,1.0
2020-05-18,AMZN,121.31300354003906,121.6500015258789,119.20050048828124,120.21749877929688,87144000.0,54.27271355087961,0.0105552653621615,12.357779467469388,-100.0,1163410200.0,120.88474091933246,11.94778592982695,1.0,1.0,1.0,1.0
2020-05-19,AMZN,122.46649932861328,124.25,121.44850158691406,121.4915008544922,86410000.0,59.93566302410382,0.0793790149512465,8.729319731486864,77.936559309328,1625829500.0,121.93924652551966,21.78296594869019,1.0,1.0,1.0,-1.0
2020-05-20,AMZN,124.89700317382812,125.00050354003906,123.3635025024414,123.89350128173828,79962000.0,37.65277590944905,0.0651421231487667,18.265902212813256,-36.46042691705514,1920591300.0,123.91108429105864,20.949048067162806,1.0,1.0,1.0,1.0
2020-05-21,AMZN,122.33699798583984,126.27249908447266,122.1269989013672,125.0,102288000.0,52.68259932793718,0.1021332323731789,0.0,-22.614454660641943,1795321600.0,122.86169342091276,25.405489682705735,1.0,1.0,1.0,1.0
2020-05-22,AMZN,121.84400177001952,123.49250030517578,121.50650024414062,122.75050354003906,57342000.0,61.7028554033019,0.0914173983473113,18.595267752793713,23.918894426438193,1885967900.0,122.18323232031727,35.103264306061135,-1.0,-1.0,-1.0,-1.0
2020-05-26,AMZN,121.09300231933594,123.0999984741211,120.7030029296875,122.9000015258789,71364000.0,69.0353850708561,0.0269207958951393,19.648026272230094,-47.189021456537375,1424533200.0,121.45641231966306,28.694349476291563,1.0,1.0,1.0,1.0
2020-05-27,AMZN,120.51950073242188,120.6790008544922,116.5,120.24949645996094,101138000.0,59.9950874487765,0.0473769798909934,13.51590028124146,9.07257999891016,1671986300.0,120.8318045948356,37.52833930960793,1.0,-1.0,1.0,-1.0
2020-05-28,AMZN,120.05500030517578,121.84850311279295,118.9114990234375,119.21649932861328,63804000.0,57.71772703061155,0.0308035459097431,37.35734501962933,15.878534252976252,1615677400.0,120.31393506839572,37.40111698472117,-1.0,-1.0,-1.0,-1.0
2020-05-29,AMZN,122.11849975585938,122.11849975585938,119.91000366210938,120.7969970703125,70198000.0,46.578036272331154,0.0120815844401543,9.890384663171234,-98.10168849240864,1693848800.0,121.51697819337149,32.33688294108441,1.0,-1.0,1.0,-1.0
2020-06-01,AMZN,123.552001953125,123.84649658203124,122.20850372314452,122.4000015258789,58578000.0,34.91122527623905,-0.0733081840106744,78.46052966641201,-100.0,1578817300.0,122.87366069987382,23.120808687486715,-1.0,1.0,-1.0,1.0
2020-06-02,AMZN,123.62049865722656,123.67649841308594,122.2655029296875,123.3499984741211,50598000.0,28.78403699761887,-0.0870682270054575,96.12679323353542,-100.0,978179600.0,123.37155267144232,16.172083677053052,-1.0,-1.0,1.0,-1.0
2020-06-03,AMZN,123.91999816894533,124.4000015258789,123.05850219726562,123.40049743652344,53420000.0,71.78838350701844,0.0017659355557073,100.0,-5.640842828466145,1150402700.0,123.737183003111,31.493896996697543,-1.0,-1.0,-1.0,-1.0
2020-06-04,AMZN,123.02999877929688,125.3769989013672,122.50050354003906,123.87149810791016,58974000.0,80.35997938063744,0.0729109750273151,31.829164145011617,-4.736814043568587,1047382200.0,123.26572685390158,31.61658311907641,-1.0,-1.0,-1.0,-1.0
2020-06-05,AMZN,124.1500015258789,124.43250274658205,121.85649871826172,122.22550201416016,66128000.0,68.02197406831662,0.0851012496381238,0.0,-20.21713868382046,945381100.0,123.85524330188646,27.42121504223653,-1.0,1.0,-1.0,1.0
2020-06-08,AMZN,126.2030029296875,126.5,124.36699676513672,125.01000213623048,79414000.0,49.06136556718432,-0.0575629281935066,77.79138953595292,-100.0,752994600.0,125.42041638708714,17.250657756412238,1.0,1.0,1.0,1.0
2020-06-09,AMZN,130.04299926757812,131.32150268554688,126.25,126.47200012207033,103520000.0,47.58029379704768,-0.0342201701207551,94.7323964636077,-48.97791036468587,859597400.0,128.50213830741447,20.15084021668173,-1.0,-1.0,-1.0,-1.0
2020-06-10,AMZN,132.37249755859375,136.11749267578125,131.31300354003906,132.25,98920000.0,50.7863916644076,-0.0613456011970967,100.0,-51.83587716845771,534406000.0,131.08237780820068,12.04406466913872,-1.0,1.0,1.0,-1.0
2020-06-11,AMZN,127.89800262451172,133.56900024414062,126.8115005493164,130.1750030517578,116002000.0,52.198811116989816,-0.0256597152924424,89.2722202362457,-43.72659239872088,599583700.0,128.95946101907472,13.578234556166024,1.0,-1.0,1.0,-1.0
2020-06-12,AMZN,127.2509994506836,131.07400512695312,125.1675033569336,130.0605010986328,108722000.0,47.1139397868201,0.0668015450816607,64.0632529356565,7.63769632971876,1088632900.0,127.82048664014732,26.266808129716765,1.0,-1.0,-1.0,-1.0
2020-06-15,AMZN,128.63400268554688,129.1999969482422,125.4000015258789,126.33000183105467,77302000.0,47.74243734427288,0.1284818305963087,14.502549189551663,-4.199013195740283,1164457900.0,128.36283067041367,26.26785118568938,-1.0,-1.0,-1.0,-1.0
2020-06-16,AMZN,130.7635040283203,131.0,128.8000030517578,131.0,71712000.0,48.931565584448606,0.0497618305472727,0.0,-47.59683751860466,1077309100.0,129.96327957568477,23.310733841271343,-1.0,-1.0,-1.0,-1.0
2020-06-17,AMZN,132.0489959716797,132.75,131.59100341796875,132.375,59186000.0,43.84873885845114,-0.0539718257491794,67.90270012329384,-64.79955054753512,1003041600.0,131.3537571730147,16.04920365505646,-1.0,-1.0,-1.0,1.0
