Date,Symbol,Close,High,Low,Open,Volume,RSI,PROC,SO,WR,OBV,EWMA,Close_detrend,Target(1),Target(30),Prediction(1),Prediction(30)
2020-01-06,NFLX,335.8299865722656,336.3599853515625,321.20001220703125,323.1199951171875,5663100.0,58.70673894063508,0.0628604800980316,13.70881127293036,-4.835911725797109,621266000.0,333.07537372295667,-9.67461695198756,-1.0,-1.0,-1.0,-1.0
2020-01-07,NFLX,330.75,336.70001220703125,330.29998779296875,336.4700012207031,4703200.0,57.01452135949922,0.0459906157905904,4.4182141385312805,49.70625429722031,564508400.0,331.5057464599609,-9.082379743182926,-1.0,-1.0,-1.0,-1.0
2020-01-08,NFLX,339.260009765625,342.70001220703125,331.04998779296875,331.489990234375,7104500.0,50.394721791064214,0.0316268225916686,41.9643324304418,-18.430457898825168,552000400.0,336.6966169373063,-9.288032243850935,-1.0,-1.0,-1.0,-1.0
2020-01-09,NFLX,335.6600036621094,343.4200134277344,334.6099853515625,342.0,4709300.0,54.899684002922086,0.0230313277367037,49.95711996445449,16.71642872395595,468324800.0,336.0045921409523,-9.713441824597083,1.0,-1.0,-1.0,-1.0
2020-01-10,NFLX,329.04998779296875,338.5,327.2699890136719,337.1300048828125,4718300.0,53.790080462491794,0.0138379102710399,4.400226733292713,-35.80540141430609,259771200.0,331.366068289461,-13.107822657784624,-1.0,-1.0,-1.0,-1.0
2020-01-13,NFLX,338.9200134277344,340.8500061035156,331.510009765625,331.79998779296875,6290000.0,33.712988292778064,-0.1458301672414568,86.6430610101446,-100.0,-742158400.0,336.40279939232806,-23.256773498296383,1.0,-1.0,1.0,-1.0
2020-01-14,NFLX,338.69000244140625,345.3800048828125,335.5199890136719,344.3999938964844,7199400.0,58.85952681429119,-0.1105400347760785,100.0,-62.08573084785063,-914808000.0,337.92767889695176,-19.988594822206593,-1.0,-1.0,-1.0,-1.0
2020-01-15,NFLX,339.07000732421875,343.1700134277344,336.6000061035156,338.67999267578125,5158000.0,59.62553690062737,-0.0677776143758591,91.63457937421624,-100.0,-1219603600.0,338.68924407896964,-23.198763924437102,-1.0,1.0,-1.0,1.0
2020-01-16,NFLX,338.6199951171875,343.55999755859375,335.8500061035156,343.5,5016000.0,56.13844507339355,-0.2328235513120367,93.5074161136652,-95.75417091385658,-2191755200.0,338.6430778438385,-35.53867851006606,-1.0,1.0,-1.0,1.0
2020-01-17,NFLX,339.6700134277344,341.57000732421875,337.3800048828125,341.0,6066500.0,60.11982894027444,-0.0692414552140352,68.55836959341806,-44.12008359073583,-2496708400.0,339.32770285467853,-31.58462870970868,1.0,1.0,1.0,1.0
2020-01-21,NFLX,338.1099853515625,341.0,332.5899963378906,340.0,14350300.0,63.966040592416235,-0.0033028650433981,52.36280966689211,-39.65376257054473,-2665898400.0,338.51589067674524,-33.64841643376536,1.0,1.0,1.0,1.0
2020-01-22,NFLX,326.0,336.29998779296875,323.6000061035156,332.54998779296875,21730000.0,65.2453264862493,0.2178543967069568,0.0,4.6041499251325515,-2205212400.0,330.17196181440687,-26.46127718638651,1.0,1.0,-1.0,1.0
2020-01-23,NFLX,349.6000061035156,349.8800048828125,325.010009765625,326.0400085449219,18200300.0,62.59688122846312,0.0868099270997835,30.125644905773143,-9.21111700886528,-2329512000.0,343.12399224312867,-26.09903570512093,-1.0,1.0,-1.0,1.0
