Date,Symbol,Close,High,Low,Open,Volume,RSI,PROC,SO,WR,OBV,EWMA,Close_detrend,Target(1),Target(30)
2020-01-06,NFLX,335.8299865722656,336.3599853515625,321.20001220703125,323.1199951171875,5663100.0,58.70673894063508,0.06286048009803168,13.70881127293036,-4.835911725797109,621266000.0,333.07537372295667,-9.67461695198756,-1.0,-1.0
2020-01-07,AAPL,72.14693450927734,72.75381577050801,71.9269071243437,72.49752175701711,108872000.0,63.00318453400097,0.07020154960467395,0.0,2.3475889326892165,474728400.0,72.21807689666748,-10.003010940890704,-1.0,-1.0
2020-01-07,AMZN,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000.0,52.43679202432601,0.03052037931921129,6.765649083812044,-4.41499332277494,312788400.0,95.16757564544677,-12.372069602645396,1.0,-1.0
2020-01-07,GOOGL,69.33964538574219,69.75664673328069,69.16320569581798,69.60555247399162,34330000.0,53.47218565316541,0.06468023970535221,0.0,-49.32849221898876,475022400.0,69.2117862701416,-10.36478549096259,1.0,-1.0
2020-01-07,META,211.89752197265625,213.40923295741652,210.5946718851831,211.65884114779743,14912400.0,54.67238411148471,0.06975799292339478,0.0,-9.601739010691768,691251600.0,211.38558273315428,-8.862834326057126,-1.0,-1.0
2020-01-07,NFLX,330.75,336.70001220703125,330.29998779296875,336.4700012207031,4703200.0,57.01452135949922,0.0459906157905904,4.4182141385312805,49.70625429722031,564508400.0,331.5057464599609,-9.082379743182926,-1.0,-1.0
2020-01-08,AAPL,73.30751037597656,73.60974457641883,71.8495328881936,71.8495328881936,132079200.0,49.368844675120286,-0.002642341439686144,8.966622995052601,-3.0533224256813694,364920000.0,72.94736707703142,-12.660392262359494,-1.0,-1.0
2020-01-08,AMZN,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000.0,50.132983622704266,-0.026186379132609353,52.04713253822291,-96.36151895204529,191131600.0,94.78662626408348,-12.971833736614187,1.0,-1.0
2020-01-08,GOOGL,69.83318328857422,70.17165323614945,69.21638380759072,69.32522809814863,35314000.0,54.739621156077995,0.019732748402159828,25.637826459685826,-100.0,327748000.0,69.62776278661303,-10.6139407992478,1.0,-1.0
2020-01-08,META,214.04574584960938,215.06018490745885,211.4499855850337,211.83785711075024,13475000.0,50.486396118331875,0.03247247095070869,17.09242094332712,-35.01233594004693,446574800.0,213.1663530838391,-10.091214793033743,1.0,-1.0
2020-01-08,NFLX,339.260009765625,342.70001220703125,331.04998779296875,331.489990234375,7104500.0,50.394721791064214,0.0316268225916686,41.9643324304418,-18.430457898825168,552000400.0,336.6966169373063,-9.288032243850935,-1.0,-1.0
2020-01-09,AAPL,74.86460876464844,75.05803566834844,74.03528003135865,74.28673353041597,170108400.0,51.53372964493156,0.006461605476658367,60.84622189683048,5.548959394029646,434316400.0,74.22728391794058,-10.46277022689469,1.0,-1.0
2020-01-09,AMZN,95.05249786376953,95.89099884033203,94.79000091552734,95.49449920654297,63346000.0,47.13969476461694,0.018141565752273887,47.79483542295842,-26.709641255605383,543665200.0,94.9641174693684,-10.200321015114241,-1.0,-1.0
2020-01-09,GOOGL,70.56629180908203,71.00813806104328,70.09014352664377,70.67264858012106,33200000.0,51.98204021405875,0.00839964141295057,54.62234221042677,-17.503851316311277,449342000.0,70.25430826040414,-10.776418556263465,1.0,-1.0
2020-01-09,META,217.10894775390625,217.1885130911296,215.099964721742,216.35308463805274,12642800.0,55.958379262372475,0.02739871721536752,63.86759860895031,-29.253416613282084,563072400.0,215.7983599652301,-9.042823714600189,-1.0,-1.0
2020-01-09,NFLX,335.6600036621094,343.4200134277344,334.6099853515625,342.0,4709300.0,54.899684002922086,0.02303132773670371,49.95711996445449,16.71642872395595,468324800.0,336.0045921409523,-9.713441824597083,1.0,-1.0
2020-01-10,AAPL,75.03385925292969,75.59964810131231,74.53094485063419,75.0991465547697,140644800.0,55.867899682169416,0.05428478195259881,1.501372977900038,-12.090536498669493,548438400.0,74.7652467900422,-9.799984006859589,-1.0,-1.0
2020-01-10,AMZN,94.15799713134766,95.34700012207031,94.0,95.26850128173828,57074000.0,51.646985236664875,0.00650689584755318,46.74724301790507,-11.67545775458898,395907200.0,94.42645806733994,-11.347967229161156,1.0,-1.0
